Claim_ID,Policy_ID,Customer_ID,Accident_Date,FNOL_Date,Claim_Type,Estimated_Claim_Amount,Ultimate_Claim_Amount,Settlement_Date,Traffic_Condition,Weather_Condition
CLM_081499,POL_066515,CUST_54357,2022-04-25,2022-04-26,bodily_injury,37064.74,51982.72,2022-10-10,Low,Rainy
CLM_081500,POL_066516,CUST_37954,2020-12-28,2020-12-30,vandalism,7266.94,6500.0,2021-02-04,High,Rainy
CLM_081501,POL_066516,CUST_37954,2023-12-03,2023-12-04,collision,3294.46,4030.74,2024-02-29,Low,Rainy
CLM_081502,POL_066517,CUST_02996,2024-04-10,2024-04-13,collision,10968.64,9246.56,2024-06-25,Low,Stormy
CLM_081503,POL_066517,CUST_02996,2024-04-30,2024-05-01,theft,20258.12,17372.72,2024-07-11,Moderate,Rainy
CLM_081504,POL_066517,CUST_02996,2020-06-05,2020-06-05,collision,9733.0,10133.19,2020-07-18,Moderate,Foggy
CLM_081505,POL_066518,CUST_32561,2021-07-27,2021-07-29,animal_collision,2560.59,1800.0,2021-09-24,Moderate,Rainy
CLM_081506,POL_066519,CUST_32438,2023-09-28,2023-09-29,collision,11403.75,12274.0,2023-11-30,Moderate,Foggy
CLM_081507,POL_066520,CUST_35807,2022-10-11,2022-10-11,fire,6836.38,13000.0,2023-03-08,Severe,Rainy
CLM_081508,POL_066521,CUST_25110,2021-05-05,2021-05-06,bodily_injury,,64550.26,2021-12-19,High,Clear
CLM_081509,POL_066522,CUST_97605,2023-10-16,2023-10-17,fire,54566.42,48023.5,2023-12-20,High,Rainy
CLM_081510,POL_066523,CUST_49389,2021-03-09,2021-03-12,vandalism,2681.98,2538.32,2021-04-02,High,Snowy
CLM_081511,POL_066523,CUST_49389,2024-12-04,2024-12-07,animal_collision,10076.95,8800.0,2025-01-24,Low,Foggy
CLM_081512,POL_066523,CUST_49389,2021-03-10,2021-03-10,collision,9042.83,16500.0,2021-04-29,Moderate,Rainy
CLM_081513,POL_066524,CUST_06921,2021-06-16,2021-06-17,collision,17870.57,15613.32,2021-08-10,,Rainy
CLM_081514,POL_066525,CUST_18610,2021-12-06,2021-12-08,collision,19916.33,14817.93,2022-02-22,High,Rainy
CLM_081515,POL_066526,CUST_65805,2023-03-07,2023-03-10,theft,53095.12,38500.0,2023-07-03,Low,Snowy
CLM_081516,POL_066527,CUST_24463,2024-12-12,2024-12-16,collision,19572.64,15000.0,2025-01-23,High,Rainy
CLM_081517,POL_066528,CUST_16931,2021-12-31,2022-01-02,collision,5561.09,4553.96,2022-02-13,Moderate,Rainy
CLM_081518,POL_066529,CUST_01499,2022-01-25,2022-01-26,glass,1693.78,1611.2,2022-02-06,High,Foggy
CLM_081519,POL_066530,CUST_81334,2024-11-15,2024-11-16,theft,18130.67,28630.68,2025-02-20,Moderate,Rainy
CLM_081520,POL_066531,CUST_90772,2021-07-08,2021-07-09,bodily_injury,16297.61,32595.23,2022-03-17,,Rainy
CLM_081521,POL_066532,CUST_38524,2021-01-19,2021-02-02,theft,23761.15,26757.11,2021-04-11,Moderate,Stormy
CLM_081522,POL_066533,CUST_19476,2021-12-21,2021-12-22,collision,4185.61,3815.14,2022-02-12,High,Foggy
CLM_081523,POL_066534,CUST_83992,2023-01-05,2023-01-06,collision,7514.76,6382.6,2023-03-27,Moderate,Clear
CLM_081524,POL_066535,CUST_02112,2022-06-06,2022-06-06,vandalism,1880.08,1987.78,2022-07-06,,Foggy
CLM_081525,POL_066536,CUST_71233,2022-09-05,2022-09-07,collision,11856.9,10588.03,2022-10-14,Low,Foggy
CLM_081526,POL_066537,CUST_19720,2024-06-21,2024-06-22,collision,12388.98,15000.0,2024-08-23,High,Rainy
CLM_081527,POL_066538,CUST_86254,2020-11-22,2020-11-22,collision,7859.71,6414.65,2021-01-18,High,Snowy
CLM_081528,POL_066539,CUST_53875,2020-05-11,2020-05-18,collision,22478.8,19500.0,2020-07-10,Moderate,Clear
CLM_081529,POL_066539,CUST_53875,2023-09-30,2023-10-01,collision,17935.31,14781.62,2023-11-20,High,Foggy
CLM_081530,POL_066539,CUST_53875,2021-01-01,2021-01-02,theft,26727.06,26868.94,2021-04-28,High,Stormy
CLM_081531,POL_066540,CUST_49575,2021-02-06,2021-02-07,collision,11316.59,9876.35,2021-03-30,Low,Rainy
CLM_081532,POL_066541,CUST_95418,2021-07-11,2021-07-11,collision,23516.58,21450.0,2021-09-27,Moderate,Rainy
CLM_081533,POL_066542,CUST_14850,2022-02-14,2022-02-15,animal_collision,9362.97,8416.19,2022-03-15,Low,Rainy
CLM_081534,POL_066543,CUST_50242,2023-12-21,2023-12-26,vandalism,4570.81,4526.67,2024-01-19,Low,Snowy
CLM_081535,POL_066544,CUST_90053,2023-11-01,2023-11-02,theft,48240.82,38500.0,2024-01-06,Moderate,Foggy
CLM_081536,POL_066545,CUST_49909,2021-04-27,2021-04-29,collision,3912.31,4232.26,2021-07-08,Low,Snowy
CLM_081537,POL_066546,CUST_08498,2020-07-21,2020-07-22,bodily_injury,133519.07,90000.0,2021-01-01,Severe,Rainy
CLM_081538,POL_066547,CUST_35365,2020-11-11,2020-11-12,collision,13217.62,11515.15,2020-12-17,High,Rainy
CLM_081539,POL_066548,CUST_89351,2023-03-11,2023-03-18,vandalism,5167.1,5500.0,2023-04-07,Moderate,Rainy
CLM_081540,POL_066548,CUST_89351,2020-01-28,2020-01-29,collision,5597.29,6261.17,2020-04-18,High,Foggy
CLM_081541,POL_066549,CUST_35220,2021-05-19,2021-06-18,vandalism,4285.04,4351.13,2021-07-13,High,Rainy
CLM_081542,POL_066550,CUST_93351,2021-01-11,2021-01-12,theft,15800.51,22280.83,2021-03-17,Moderate,Snowy
CLM_081543,POL_066551,CUST_96516,2024-01-09,2024-01-10,collision,11819.62,9683.04,2024-02-13,Moderate,Foggy
CLM_081544,POL_066552,CUST_16001,2022-12-19,2023-01-18,collision,4737.18,9474.35,2023-02-27,High,Rainy
CLM_081545,POL_066553,CUST_71975,2022-06-09,2022-06-16,theft,8983.66,15620.07,2022-08-21,Severe,Rainy
CLM_081546,POL_066554,CUST_95437,2021-12-21,2021-12-26,fire,17327.58,25983.01,2022-02-28,Moderate,Snowy
CLM_081547,POL_066555,CUST_57152,2020-01-03,2020-01-03,glass,1348.75,1687.1,2020-01-20,Moderate,Foggy
CLM_081548,POL_066556,CUST_56830,2021-06-25,2021-06-26,collision,17135.41,15969.95,2021-08-25,Low,Clear
CLM_081549,POL_066556,CUST_56830,2024-03-21,2024-03-22,theft,37879.86,26328.93,2024-05-13,Severe,Rainy
CLM_081550,POL_066557,CUST_07078,2023-11-01,2023-11-15,vandalism,1995.88,1961.5,2023-12-15,Moderate,Rainy
CLM_081551,POL_066558,CUST_31633,2021-02-17,2021-02-19,fire,26730.8,29717.02,2021-07-19,Low,Rainy
CLM_081552,POL_066559,CUST_34215,2024-11-14,2024-11-15,collision,8169.59,10402.84,2025-01-19,Moderate,Rainy
CLM_081553,POL_066560,CUST_37210,2023-07-13,2023-07-16,collision,8314.78,6298.97,2023-08-23,Low,Rainy
CLM_081554,POL_066561,CUST_18713,2021-08-08,2021-08-22,collision,10803.98,7833.1,2021-11-09,High,Rainy
CLM_081555,POL_066562,CUST_84811,2022-11-25,2022-11-25,collision,17640.49,15288.42,2023-01-21,Severe,Rainy
CLM_081556,POL_066562,CUST_84811,2021-07-22,2021-07-23,fire,25809.73,25153.18,2021-11-08,Low,Snowy
CLM_081557,POL_066563,CUST_40631,2021-06-02,2021-06-03,fire,28050.01,55000.0,2021-08-27,Severe,Snowy
CLM_081558,POL_066564,CUST_73995,2024-10-05,2024-10-12,collision,18990.8,21450.0,2024-12-23,High,Snowy
CLM_081559,POL_066565,CUST_71387,2024-02-23,2024-02-25,fire,9714.21,19428.42,2024-04-30,Moderate,Snowy
CLM_081560,POL_066566,CUST_29677,2023-08-25,2023-08-26,fire,8967.81,16466.98,2024-02-05,Severe,Rainy
CLM_081561,POL_066567,CUST_81538,2021-01-02,2021-01-04,vandalism,1240.2,1200.0,2021-01-23,Low,Foggy
CLM_081562,POL_066567,CUST_81538,2023-04-11,2023-04-12,collision,19273.61,16803.74,2023-07-09,Low,Foggy
CLM_081563,POL_066568,CUST_04751,2021-05-06,2021-05-08,collision,10497.43,13464.89,2021-06-27,High,Foggy
CLM_081564,POL_066568,CUST_04751,2022-05-25,2022-05-27,collision,17611.45,15500.79,2022-08-15,Moderate,Rainy
CLM_081565,POL_066569,CUST_89773,2021-11-17,2021-11-18,collision,16061.18,11271.03,2022-01-15,High,Rainy
CLM_081566,POL_066570,CUST_25195,2023-03-17,2023-03-20,theft,15338.66,21797.71,2023-06-10,Moderate,Clear
CLM_081567,POL_066570,CUST_25195,2020-08-31,2020-08-31,collision,3143.32,4407.6,2020-09-30,Moderate,Snowy
CLM_081568,POL_066570,CUST_25195,2021-05-24,2021-05-29,collision,13856.58,13957.02,2021-08-01,Severe,Stormy
CLM_081569,POL_066571,CUST_11547,2024-10-05,2024-10-06,fire,29123.85,58247.71,2025-02-25,Severe,Clear
CLM_081570,POL_066572,CUST_48100,2022-09-14,2022-09-21,fire,29562.25,29396.1,2022-12-11,Low,Clear
CLM_081571,POL_066572,CUST_48100,2022-02-01,2022-02-01,fire,10211.14,20422.27,2022-04-09,,Foggy
CLM_081572,POL_066573,CUST_58234,2024-09-10,2024-09-12,bodily_injury,125890.5,76471.82,2025-04-30,High,Rainy
CLM_081573,POL_066573,CUST_58234,2022-07-23,2022-08-22,fire,21297.27,22561.45,2022-11-14,Moderate,Snowy
CLM_081574,POL_066574,CUST_95666,2024-01-02,2024-01-04,fire,59676.28,38048.16,2024-04-18,Moderate,Foggy
CLM_081575,POL_066575,CUST_51120,2020-04-19,2020-04-22,collision,13023.67,11144.45,2020-06-01,High,Rainy
CLM_081576,POL_066576,CUST_79812,2023-05-11,2023-05-12,theft,18100.08,19393.1,2023-09-07,Low,Foggy
CLM_081577,POL_066576,CUST_79812,2021-06-07,2021-06-08,collision,3855.1,4521.71,2021-07-28,Moderate,Stormy
CLM_081578,POL_066577,CUST_23746,2024-12-28,2024-12-30,theft,10463.46,19159.2,2025-04-04,Moderate,Snowy
CLM_081579,POL_066578,CUST_32124,2023-04-03,2023-04-04,collision,3973.83,2970.0,2023-05-20,High,Clear
CLM_081580,POL_066578,CUST_32124,2024-09-08,2024-09-09,fire,,40991.48,2025-02-08,Moderate,Rainy
CLM_081581,POL_066579,CUST_21011,2023-09-29,2023-10-02,collision,18939.51,19800.0,2023-12-19,Moderate,Foggy
CLM_081582,POL_066580,CUST_24517,2024-09-28,2024-09-30,collision,6390.63,5882.57,2024-10-31,High,Rainy
CLM_081583,POL_066581,CUST_70783,2023-04-26,2023-04-27,fire,54276.5,27450.7,2023-09-02,Low,
CLM_081584,POL_066582,CUST_78369,2021-06-06,2021-06-07,theft,9397.52,12338.89,2021-08-14,High,Clear
CLM_081585,POL_066582,CUST_78369,2021-04-21,2021-04-21,glass,2032.95,2000.0,2021-05-02,Severe,Foggy
CLM_081586,POL_066582,CUST_78369,2024-03-16,2024-03-18,theft,26573.86,28391.54,2024-06-03,Moderate,Clear
CLM_081587,POL_066582,CUST_78369,2022-09-02,2022-09-04,collision,8154.69,7438.43,2022-10-07,High,Snowy
CLM_081588,POL_066583,CUST_22519,2021-04-18,2021-04-21,glass,556.57,500.0,2021-05-02,,Rainy
CLM_081589,POL_066584,CUST_59349,2023-07-07,2023-07-08,collision,11376.7,10657.0,2023-09-10,High,Stormy
CLM_081590,POL_066585,CUST_11492,2023-05-27,2023-05-29,vandalism,2356.38,3061.17,2023-06-16,High,
CLM_081591,POL_066586,CUST_33505,2022-10-27,2022-10-28,collision,7638.82,7326.15,2023-01-17,Moderate,Rainy
CLM_081592,POL_066587,CUST_93041,2021-12-04,2021-12-05,collision,2466.49,3300.0,2022-01-11,High,Rainy
CLM_081593,POL_066588,CUST_37022,2022-05-11,2022-05-12,vandalism,3860.59,3631.18,2022-06-25,Low,Rainy
CLM_081594,POL_066589,CUST_71037,2022-03-14,2022-03-14,fire,49242.36,40086.76,2022-06-11,Moderate,Foggy
CLM_081595,POL_066590,CUST_91525,2020-07-18,2020-07-21,animal_collision,8467.59,7075.2,2020-08-18,Low,Snowy
CLM_081596,POL_066591,CUST_21953,2022-06-22,2022-06-23,glass,2264.18,2000.0,2022-07-06,Moderate,Snowy
CLM_081597,POL_066591,CUST_21953,2024-04-07,2024-04-09,collision,18983.66,15000.0,2024-05-28,Moderate,Foggy
CLM_081598,POL_066592,CUST_46358,2022-05-01,2022-05-03,collision,18085.08,16500.0,2022-07-01,Moderate,Stormy
CLM_081599,POL_066593,CUST_85985,2024-12-01,2024-12-02,fire,85006.54,50000.0,2025-05-22,Moderate,Foggy
CLM_081600,POL_066594,CUST_46420,2024-01-19,2024-01-19,glass,2776.74,3107.23,2024-02-05,High,Foggy
CLM_081601,POL_066595,CUST_64477,2020-12-31,2021-01-01,glass,468.12,495.0,2021-01-15,Low,Rainy
CLM_081602,POL_066595,CUST_64477,2023-11-01,2023-11-05,collision,5121.14,7013.04,2024-01-03,Low,Foggy
CLM_081603,POL_066596,CUST_48864,2020-10-11,2020-10-15,animal_collision,1888.49,2000.0,2020-11-30,Severe,Rainy
CLM_081604,POL_066597,CUST_94702,2020-05-03,2020-05-04,vandalism,4216.91,4434.7,2020-06-08,Moderate,Foggy
CLM_081605,POL_066598,CUST_68501,2024-05-24,2024-05-28,collision,21148.56,16500.0,2024-07-29,High,Clear
CLM_081606,POL_066598,CUST_68501,2021-09-04,2021-09-09,vandalism,7444.89,5500.0,2021-10-11,Low,Stormy
CLM_081607,POL_066598,CUST_68501,2023-11-04,2023-11-04,theft,41299.93,26866.15,2023-12-20,Low,Rainy
CLM_081608,POL_066599,CUST_97777,2023-01-09,2023-01-23,collision,10447.79,10045.63,2023-03-21,Moderate,Foggy
CLM_081609,POL_066600,CUST_98866,2022-09-01,2022-09-03,glass,2230.7,2200.0,2022-09-20,Moderate,Foggy
CLM_081610,POL_066601,CUST_81800,2021-12-16,2021-12-21,theft,13284.95,14791.87,2022-02-08,Moderate,Rainy
CLM_081611,POL_066602,CUST_03107,2023-06-05,2023-06-06,fire,18164.69,36329.37,2023-09-05,Moderate,Rainy
CLM_081612,POL_066603,CUST_76085,2020-07-19,2020-07-21,fire,75359.75,46804.13,2020-12-02,High,Snowy
CLM_081613,POL_066604,CUST_48798,2021-10-08,2021-10-09,collision,8796.98,8833.43,2021-11-28,Moderate,Rainy
CLM_081614,POL_066605,CUST_50180,2024-05-05,2024-05-06,vandalism,2072.04,1738.57,2024-06-07,Moderate,Foggy
CLM_081615,POL_066605,CUST_50180,2020-02-20,2020-02-22,collision,12728.1,9541.71,2020-04-22,High,Rainy
CLM_081616,POL_066606,CUST_86549,2020-08-22,2020-08-23,bodily_injury,56775.88,110000.0,2020-11-26,High,Foggy
CLM_081617,POL_066607,CUST_70536,2022-04-18,2022-04-19,collision,4033.13,4290.0,2022-06-30,Low,Foggy
CLM_081618,POL_066608,CUST_06968,2022-03-19,2022-03-20,collision,11257.39,13500.0,2022-05-16,Moderate,Stormy
CLM_081619,POL_066609,CUST_86653,2023-05-30,2023-06-01,collision,16494.61,14092.04,2023-08-03,Low,Rainy
CLM_081620,POL_066610,CUST_38455,2024-10-16,2024-10-20,collision,22569.26,19800.0,2025-01-11,Moderate,Snowy
CLM_081621,POL_066611,CUST_64588,2021-05-31,2021-06-01,collision,12101.23,15000.0,2021-08-21,Moderate,Rainy
CLM_081622,POL_066611,CUST_64588,2022-07-11,2022-07-12,theft,19998.93,35000.0,2022-10-04,Low,Snowy
CLM_081623,POL_066612,CUST_93558,2023-01-11,2023-01-11,collision,15836.74,16500.0,2023-04-02,Moderate,Clear
CLM_081624,POL_066613,CUST_85208,2024-07-11,2024-07-18,vandalism,2829.98,,2024-08-31,Moderate,Foggy
CLM_081625,POL_066614,CUST_74996,2024-10-13,2024-10-14,vandalism,7576.84,7800.0,2024-11-05,Low,Rainy
CLM_081626,POL_066615,CUST_84063,2023-05-16,2023-05-17,fire,15133.5,19388.7,2023-07-17,Moderate,Rainy
CLM_081627,POL_066615,CUST_84063,2020-09-29,2020-09-30,collision,11829.92,15000.0,2020-11-01,Moderate,Clear
CLM_081628,POL_066615,CUST_84063,2024-04-07,2024-04-21,fire,29857.48,20830.99,2024-07-28,Moderate,Stormy
CLM_081629,POL_066616,CUST_83437,2023-10-18,2023-10-20,vandalism,5431.91,4500.0,2023-12-01,Moderate,Stormy
CLM_081630,POL_066617,CUST_64491,2023-10-03,2023-10-06,vandalism,3511.8,2813.62,2023-11-09,Low,Clear
CLM_081631,POL_066618,CUST_56175,2023-01-04,2023-01-05,collision,12617.49,8656.4,2023-03-28,Moderate,Stormy
CLM_081632,POL_066619,CUST_12020,2020-02-20,2020-02-21,theft,39226.32,27137.07,2020-04-11,Moderate,Snowy
CLM_081633,POL_066619,CUST_12020,2024-09-11,2024-09-16,collision,8991.06,10054.16,2024-12-12,Moderate,Snowy
CLM_081634,POL_066619,CUST_12020,2021-02-10,2021-02-11,collision,10523.3,16812.93,2021-03-19,Low,Foggy
CLM_081635,POL_066620,CUST_95394,2024-12-23,2024-12-25,collision,5965.22,4536.01,2025-01-31,Moderate,Foggy
CLM_081636,POL_066620,CUST_95394,2021-10-12,2021-10-13,collision,5870.04,8047.5,2021-12-20,Moderate,Snowy
CLM_081637,POL_066621,CUST_21455,2024-08-03,2024-08-04,collision,12778.91,9766.7,2024-10-15,Moderate,Snowy
CLM_081638,POL_066622,CUST_92733,2024-03-22,2024-04-21,collision,27099.09,27000.0,2024-07-01,Low,Clear
CLM_081639,POL_066623,CUST_21844,2023-06-02,2023-06-02,bodily_injury,18298.49,16500.0,2023-11-04,Moderate,Rainy
CLM_081640,POL_066624,CUST_41309,2022-11-09,2022-11-10,theft,10730.88,12316.67,2023-01-06,Low,Foggy
CLM_081641,POL_066624,CUST_41309,2022-03-11,2022-03-12,theft,16393.14,24329.39,2022-05-13,Moderate,Rainy
CLM_081642,POL_066625,CUST_12248,2020-09-24,2020-09-29,collision,7142.01,8384.98,2020-12-10,Moderate,Rainy
CLM_081643,POL_066626,CUST_15410,2021-02-28,2021-03-01,theft,12240.37,10400.0,2021-05-19,Moderate,Stormy
CLM_081644,POL_066627,CUST_52387,2024-03-05,2024-03-10,collision,19812.56,19800.0,2024-06-04,Moderate,Rainy
CLM_081645,POL_066628,CUST_81214,2021-03-07,2021-03-08,bodily_injury,29172.31,20705.99,2022-01-04,Moderate,Rainy
CLM_081646,POL_066629,CUST_30761,2023-07-06,2023-07-08,collision,10456.6,12353.3,2023-09-06,High,Rainy
CLM_081647,POL_066630,CUST_52783,2022-12-05,2022-12-07,fire,15676.23,14763.24,2023-04-14,Severe,Foggy
CLM_081648,POL_066631,CUST_74927,2022-12-16,2022-12-17,collision,21049.78,16500.0,2023-01-24,Moderate,Rainy
CLM_081649,POL_066632,CUST_99764,2020-03-07,2020-03-09,fire,48331.23,65142.43,2020-08-28,,Foggy
CLM_081650,POL_066633,CUST_70358,2020-07-25,2020-07-26,collision,9030.36,9310.4,2020-10-18,Low,Foggy
CLM_081651,POL_066634,CUST_82185,2021-10-04,2021-10-07,collision,4768.7,3900.0,2021-11-16,Low,Snowy
CLM_081652,POL_066635,CUST_80008,2024-12-03,2024-12-03,fire,9870.04,18059.96,2025-04-25,High,Snowy
CLM_081653,POL_066636,CUST_63393,2024-03-15,2024-03-16,glass,1910.5,2000.0,2024-03-26,Moderate,Rainy
CLM_081654,POL_066636,CUST_63393,2020-05-09,2020-05-10,collision,2522.53,3000.0,2020-06-20,Moderate,Clear
CLM_081655,POL_066637,CUST_13496,2022-07-06,2022-07-07,vandalism,6170.07,6000.0,2022-07-27,Moderate,Foggy
CLM_081656,POL_066638,CUST_79605,2020-09-30,2020-10-01,collision,2519.65,3600.0,2020-11-22,Low,Rainy
CLM_081657,POL_066639,CUST_08112,2022-07-03,2022-07-04,fire,7545.76,15091.52,2022-10-06,High,Snowy
CLM_081658,POL_066639,CUST_08112,2023-09-23,2023-09-23,fire,10081.54,10688.2,2023-12-19,Severe,Foggy
CLM_081659,POL_066640,CUST_20371,2022-06-21,2022-06-22,vandalism,5336.18,4950.0,2022-07-28,Low,Rainy
CLM_081660,POL_066641,CUST_35011,2024-01-23,2024-01-27,collision,7740.94,8767.6,2024-04-11,High,Rainy
CLM_081661,POL_066642,CUST_74357,2020-05-16,2020-05-19,theft,44227.27,31500.0,2020-07-23,Low,Rainy
CLM_081662,POL_066643,CUST_20148,2023-01-13,2023-01-14,fire,16427.4,32854.81,2023-05-31,Moderate,Rainy
CLM_081663,POL_066643,CUST_20148,2021-08-28,2021-08-29,collision,11672.75,,2021-11-18,Moderate,Rainy
CLM_081664,POL_066644,CUST_19462,2021-09-05,2021-09-06,glass,,2057.01,2021-09-15,Low,Stormy
CLM_081665,POL_066645,CUST_46577,2020-06-29,2020-06-30,collision,13937.35,14118.85,2020-08-13,Low,Clear
CLM_081666,POL_066646,CUST_57102,2020-09-16,2020-09-17,bodily_injury,58447.34,38171.64,2021-04-10,High,Clear
CLM_081667,POL_066647,CUST_06259,2023-01-04,2023-01-05,glass,1368.91,1298.06,2023-01-21,Moderate,Rainy
CLM_081668,POL_066647,CUST_06259,2022-12-05,2022-12-06,collision,12611.31,19574.13,2023-01-22,Moderate,Clear
CLM_081669,POL_066647,CUST_06259,2024-03-04,2024-03-05,bodily_injury,120986.37,69316.93,2024-11-29,Moderate,Rainy
CLM_081670,POL_066648,CUST_78088,2022-10-17,2022-10-20,glass,2297.72,2000.0,2022-10-30,Low,Rainy
CLM_081671,POL_066649,CUST_24422,2020-08-03,2020-08-07,collision,16816.86,15000.0,2020-09-06,Low,Stormy
CLM_081672,POL_066650,CUST_37763,2020-05-31,2020-06-02,fire,89762.38,60000.0,2020-10-23,Moderate,Foggy
CLM_081673,POL_066651,CUST_33411,2024-02-25,2024-02-25,theft,19180.97,27866.68,2024-04-22,Moderate,Snowy
CLM_081674,POL_066652,CUST_50538,2023-11-11,2023-11-12,collision,19831.21,,2023-12-12,Moderate,Rainy
CLM_081675,POL_066653,CUST_05415,2022-12-16,2022-12-17,collision,9096.71,12432.05,2023-02-28,Moderate,Rainy
CLM_081676,POL_066654,CUST_19073,2022-08-29,2022-08-31,collision,31805.96,27648.55,2022-11-19,High,Rainy
CLM_081677,POL_066655,CUST_64284,2023-11-25,2023-11-26,glass,,1261.32,2023-12-03,Low,Snowy
CLM_081678,POL_066656,CUST_40762,2020-07-20,2020-07-20,collision,14750.17,19500.0,2020-09-24,High,Snowy
CLM_081679,POL_066657,CUST_19215,2022-04-25,2022-04-29,vandalism,2348.82,1848.81,2022-06-08,Low,Foggy
CLM_081680,POL_066658,CUST_04237,2024-03-12,2024-04-11,collision,2984.12,2700.0,2024-06-01,High,Stormy
CLM_081681,POL_066659,CUST_11726,2022-08-04,2022-08-05,collision,7533.32,7497.17,2022-10-26,High,Foggy
CLM_081682,POL_066660,CUST_11623,2023-06-27,2023-06-28,animal_collision,3058.51,2604.71,2023-08-23,Severe,Rainy
CLM_081683,POL_066661,CUST_87598,2024-04-18,2024-04-19,fire,16061.16,15509.33,2024-07-08,High,Rainy
CLM_081684,POL_066662,CUST_29480,2024-07-11,2024-07-13,fire,10182.39,16807.07,2024-12-11,High,Rainy
CLM_081685,POL_066663,CUST_29618,2023-09-02,2023-09-03,fire,10084.05,10000.0,2023-12-07,,Rainy
CLM_081686,POL_066664,CUST_77583,2021-08-25,2021-08-27,collision,4474.87,4301.52,2021-10-10,Moderate,Snowy
CLM_081687,POL_066665,CUST_07244,2021-08-04,2021-08-06,collision,4711.43,7106.86,2021-09-11,High,Stormy
CLM_081688,POL_066666,CUST_85064,2021-06-26,2021-06-28,fire,17774.29,35548.58,2021-11-17,Moderate,Foggy
CLM_081689,POL_066667,CUST_93755,2022-07-18,2022-07-19,bodily_injury,96647.7,97072.45,2023-04-17,Moderate,
CLM_081690,POL_066668,CUST_78998,2022-03-16,2022-03-17,theft,21000.0,42000.0,2022-06-23,Moderate,Foggy
CLM_081691,POL_066669,CUST_24353,2023-10-03,2023-10-04,collision,11899.89,11461.26,2023-12-12,Severe,Foggy
CLM_081692,POL_066670,CUST_26516,2024-10-27,2024-10-29,vandalism,6428.26,5500.0,2024-11-17,Moderate,Rainy
CLM_081693,POL_066671,CUST_19142,2021-08-22,2021-08-22,glass,2616.98,2600.0,2021-08-31,High,Stormy
CLM_081694,POL_066672,CUST_95548,2023-09-23,2023-09-26,glass,1700.16,1722.88,2023-10-14,Moderate,Rainy
CLM_081695,POL_066672,CUST_95548,2024-02-15,2024-02-20,collision,5199.85,7605.17,2024-03-24,Moderate,Rainy
CLM_081696,POL_066673,CUST_06734,2023-08-26,2023-08-27,theft,39330.61,24426.8,2023-11-04,Moderate,Rainy
CLM_081697,POL_066674,CUST_50594,2021-12-30,2021-12-31,collision,8798.08,7272.22,2022-02-19,Moderate,Snowy
CLM_081698,POL_066674,CUST_50594,2023-02-14,2023-02-15,glass,2108.35,2000.0,2023-02-22,Low,Foggy
CLM_081699,POL_066675,CUST_70951,2023-12-26,2023-12-27,collision,25010.62,15805.97,2024-02-02,High,Foggy
CLM_081700,POL_066676,CUST_12471,2023-10-07,2023-10-08,glass,775.61,715.0,2023-10-20,High,Snowy
CLM_081701,POL_066676,CUST_12471,2021-02-14,2021-02-16,collision,9773.14,9365.71,2021-03-20,Moderate,Rainy
CLM_081702,POL_066677,CUST_49827,2022-01-05,2022-01-05,collision,7400.41,12058.62,2022-02-19,Moderate,Foggy
CLM_081703,POL_066677,CUST_49827,2021-12-21,2021-12-22,fire,28566.73,21128.89,2022-03-19,Moderate,Stormy
CLM_081704,POL_066678,CUST_76978,2021-12-28,2022-01-27,collision,11202.14,16518.6,2022-04-08,Moderate,Foggy
CLM_081705,POL_066679,CUST_20276,2023-08-03,2023-08-05,collision,21710.19,19627.91,2023-10-23,Moderate,Clear
CLM_081706,POL_066680,CUST_07362,2022-04-23,2022-04-24,fire,51190.98,50000.0,2022-08-25,Moderate,Foggy
CLM_081707,POL_066681,CUST_99088,2022-07-08,2022-07-09,collision,33614.21,27926.51,2022-10-06,High,Foggy
CLM_081708,POL_066682,CUST_34238,2024-08-24,2024-08-25,vandalism,2422.8,2021.41,2024-09-24,Moderate,Snowy
CLM_081709,POL_066683,CUST_13228,2023-10-28,2023-10-29,glass,718.77,682.93,2023-11-15,Severe,Snowy
CLM_081710,POL_066683,CUST_13228,2024-05-17,2024-05-17,collision,13040.02,13037.28,2024-07-13,Low,Snowy
CLM_081711,POL_066683,CUST_13228,2021-12-02,2021-12-04,collision,10329.86,10062.72,2022-02-05,Moderate,Clear
CLM_081712,POL_066683,CUST_13228,2022-03-04,2022-03-07,fire,12543.45,25086.9,2022-06-03,Moderate,Foggy
CLM_081713,POL_066684,CUST_77912,2022-06-12,2022-06-12,bodily_injury,51041.55,47193.82,2022-11-16,Low,Snowy
CLM_081714,POL_066685,CUST_44129,2022-11-22,2022-11-22,vandalism,5369.49,7800.0,2023-01-03,Moderate,Rainy
CLM_081715,POL_066686,CUST_02522,2020-09-30,2020-09-30,collision,15235.26,12476.02,2020-11-22,Moderate,Stormy
CLM_081716,POL_066687,CUST_91609,2021-12-23,2021-12-24,collision,9585.31,8796.69,2022-02-14,Moderate,Foggy
CLM_081717,POL_066688,CUST_10887,2024-05-12,2024-05-26,vandalism,3627.52,2993.13,2024-07-06,High,Rainy
CLM_081718,POL_066689,CUST_76185,2022-07-09,2022-07-12,vandalism,6485.73,6500.0,2022-08-21,Moderate,Foggy
CLM_081719,POL_066690,CUST_48808,2023-01-06,2023-01-07,glass,1610.81,1679.15,2023-01-14,High,Snowy
