Policy_ID,Customer_ID,Date_of_Birth,Full_License_Issue_Date,Vehicle_Type,Vehicle_Year
POL_078733,CUST_91357,1977-06-30,1995-08-18,Sedan,2016
POL_078734,CUST_99257,1990-03-27,2008-06-03,Sedan,2018
POL_078735,CUST_59829,1962-03-15,1985-02-16,Truck,2006
POL_078736,CUST_90099,1950-04-05,1974-10-02,SUV,2012
POL_078737,CUST_54647,1990-06-17,2012-02-21,Truck,2019
POL_078738,CUST_61311,1946-04-15,1964-05-10,Sedan,2020
POL_078739,CUST_03647,1991-04-30,2009-08-07,Sports_Car,2013
POL_078740,CUST_30615,1994-06-11,2014-08-29,Sedan,2010
POL_078741,CUST_07723,1983-12-29,2004-01-10,Sedan,2003
POL_078742,CUST_92686,1982-12-05,2001-10-01,Minivan,2018
POL_078743,CUST_66958,1947-04-19,1965-05-06,SUV,2006
POL_078744,CUST_83264,1997-12-05,2020-01-09,Sedan,2014
POL_078745,CUST_86294,1965-10-31,1988-07-29,Truck,2020
POL_078746,CUST_93989,1942-12-21,1961-11-23,Hatchback,2008
POL_078747,CUST_45235,1974-09-11,1996-09-26,SUV,2015
POL_078748,CUST_09920,1993-10-08,2017-02-24,Hatchback,2012
POL_078749,CUST_90444,1976-12-03,1997-01-26,Sedan,2006
POL_078750,CUST_95192,1945-03-11,1964-06-22,Truck,2019
POL_078751,CUST_58376,1956-08-31,1980-09-11,SUV,2021
POL_078752,CUST_03570,1970-04-11,1993-01-11,Sedan,2006
POL_078753,CUST_67994,1977-06-04,1996-09-14,Sedan,2008
POL_078754,CUST_45317,1996-01-27,2020-01-01,Sedan,2003
POL_078755,CUST_90203,1968-06-12,1987-10-02,Hatchback,2017
POL_078756,CUST_54360,1949-11-11,1973-07-12,Sedan,2017
POL_078757,CUST_31983,1988-05-07,2006-08-03,SUV,2005
POL_078758,CUST_74543,1964-07-15,1984-04-07,Hatchback,2008
POL_078759,CUST_27370,1984-01-01,2008-11-25,Sports_Car,2010
POL_078760,CUST_73838,1999-11-30,2020-11-06,Sedan,2004
POL_078761,CUST_39062,1962-07-15,1981-03-17,Sedan,2005
POL_078762,CUST_59332,1961-03-11,1981-12-20,Sedan,2014
POL_078763,CUST_04459,1955-03-28,1977-11-19,Sedan,2005
POL_078764,CUST_11705,1966-08-22,1987-09-11,SUV,2012
POL_078765,CUST_40987,1984-06-01,2003-10-23,Truck,2010
POL_078766,CUST_54282,1974-05-11,1998-07-12,Sedan,2003
POL_078767,CUST_35181,1942-03-02,1960-09-02,Minivan,2008
POL_078768,CUST_14991,2000-04-10,2018-11-13,SUV,2004
POL_078769,CUST_91611,1961-05-25,1985-11-12,Hatchback,2020
POL_078770,CUST_77594,1948-08-10,1973-06-25,SUV,2016
POL_078771,CUST_81294,1980-05-23,2004-09-22,Sedan,2020
POL_078772,CUST_94492,1975-05-04,1995-01-18,SUV,2010
POL_078773,CUST_96510,1968-12-12,1990-07-21,SUV,2018
POL_078774,CUST_25244,1976-02-24,1994-09-17,Sedan,2015
POL_078775,CUST_17566,1965-10-28,1989-02-12,SUV,2009
POL_078776,CUST_28882,1954-02-10,1975-10-08,Hatchback,2012
POL_078777,CUST_07995,2000-08-24,2025-07-26,Hatchback,2012
POL_078778,CUST_75870,1980-08-12,2002-07-02,Truck,2016
POL_078779,CUST_90264,1944-04-21,1968-07-14,Truck,2013
POL_078780,CUST_25530,1966-07-25,1987-03-23,Hatchback,2018
POL_078781,CUST_78236,1983-04-19,2006-04-09,Sedan,2017
POL_078782,CUST_57848,1955-05-11,1975-05-22,Sedan,2018
POL_078783,CUST_49085,1986-10-26,2006-06-04,Minivan,2003
POL_078784,CUST_04189,1988-01-17,2006-11-08,SUV,2014
POL_078785,CUST_66108,1963-01-22,1983-07-20,Truck,2020
POL_078786,CUST_06951,1983-11-24,2007-04-22,Sedan,2021
POL_078787,CUST_03964,1971-04-18,1992-04-29,Hatchback,2017
POL_078788,CUST_57645,1954-03-10,1978-06-04,Sedan,2019
POL_078789,CUST_29961,1967-01-29,1988-03-28,Sedan,2010
POL_078790,CUST_07411,1992-07-01,2013-08-25,SUV,2015
POL_078791,CUST_80677,2001-05-26,2021-06-30,Sports_Car,2017
POL_078792,CUST_59177,1995-01-13,2017-05-16,Sedan,2008
POL_078793,CUST_07975,1954-09-30,1978-10-12,Sedan,2006
POL_078794,CUST_93623,1951-06-27,1971-01-11,Sedan,2016
POL_078795,CUST_31914,1977-10-18,2002-07-22,Sedan,2004
POL_078796,CUST_69631,1961-07-23,1984-04-18,Hatchback,2020
POL_078797,CUST_86127,1969-07-02,1990-08-23,SUV,2021
POL_078798,CUST_63695,1977-02-19,1998-08-07,Sedan,2019
POL_078799,CUST_39749,1963-08-12,1984-06-28,SUV,2012
POL_078800,CUST_67000,1975-05-10,1998-02-03,Hatchback,2008
POL_078801,CUST_53810,1941-06-03,1966-01-30,SUV,2003
POL_078802,CUST_74813,1981-11-10,2005-10-26,Sports_Car,2016
POL_078803,CUST_35474,1982-03-18,2004-12-13,Sedan,2005
POL_078804,CUST_71592,1953-08-12,1976-09-20,Sedan,2014
POL_078805,CUST_24055,1970-04-14,1989-07-23,Sedan,2014
POL_078806,CUST_32541,1966-02-15,1984-08-28,SUV,2015
POL_078807,CUST_04202,1972-08-21,1994-06-19,Hatchback,2003
POL_078808,CUST_69946,1955-07-29,1978-09-23,Sedan,2021
POL_078809,CUST_75281,1940-12-12,1965-05-20,Hatchback,2011
POL_078810,CUST_34453,1998-09-23,2020-05-02,Hatchback,2010
POL_078811,CUST_11017,1973-10-26,1992-05-04,Hatchback,2010
POL_078812,CUST_20050,1966-09-20,1989-05-14,SUV,2012
POL_078813,CUST_62267,1945-10-02,1965-03-14,Truck,2006
POL_078814,CUST_01108,1978-12-27,2003-07-21,Hatchback,2016
POL_078815,CUST_09663,2000-05-19,2019-09-08,Truck,2015
POL_078816,CUST_97667,1987-02-19,2010-03-08,Minivan,2003
POL_078817,CUST_74547,1994-06-20,2017-11-14,Sedan,2017
POL_078818,CUST_54656,1942-01-15,1963-11-13,SUV,2009
POL_078819,CUST_35283,1941-04-30,1962-05-13,SUV,2004
POL_078820,CUST_57785,2001-09-07,2022-01-12,SUV,2007
POL_078821,CUST_31203,1947-08-06,1971-09-26,Hatchback,2018
POL_078822,CUST_10587,1987-04-01,2012-03-13,Hatchback,2012
POL_078823,CUST_34193,2000-08-12,2021-10-29,Sedan,2003
POL_078824,CUST_30179,1940-08-30,1961-02-19,Hatchback,2009
POL_078825,CUST_79561,1949-02-09,1972-09-02,Sedan,2021
POL_078826,CUST_08907,1987-11-05,2006-06-13,Truck,2016
POL_078827,CUST_38198,1987-01-30,2005-09-23,Sports_Car,2010
POL_078828,CUST_54832,1971-03-24,1992-04-23,SUV,2005
POL_078829,CUST_08307,1950-08-26,1973-06-25,Truck,2009
POL_078830,CUST_26057,1991-05-24,2010-02-27,Hatchback,2009
POL_078831,CUST_86234,1989-07-12,2012-12-20,Sports_Car,2021
POL_078832,CUST_79139,1970-04-16,1990-07-05,Hatchback,2009
POL_078833,CUST_75093,1955-05-25,1975-11-30,Sedan,2015
POL_078834,CUST_72082,1979-09-23,2003-08-21,Sedan,2020
POL_078835,CUST_09442,1975-12-26,2000-08-28,Sedan,2007
POL_078836,CUST_15565,1998-01-06,2017-11-11,Truck,2013
POL_078837,CUST_10867,1994-03-10,2017-06-21,Truck,2022
POL_078838,CUST_48349,1988-08-08,2012-06-09,Sedan,2004
POL_078839,CUST_62528,1992-10-04,2017-02-14,Sedan,2008
POL_078840,CUST_50181,1957-11-08,1982-01-14,Hatchback,2013
POL_078841,CUST_40522,1966-08-13,1986-02-06,Sedan,2009
POL_078842,CUST_89628,1990-12-06,2011-03-25,SUV,2017
POL_078843,CUST_07531,1965-12-27,1990-09-16,Sedan,2018
POL_078844,CUST_80374,1958-08-02,1981-05-31,SUV,2011
POL_078845,CUST_93185,1967-10-07,1989-06-11,Truck,2007
POL_078846,CUST_34066,1969-02-15,1993-01-18,Minivan,2006
POL_078847,CUST_41071,1996-02-17,2016-06-27,Sports_Car,2014
POL_078848,CUST_28224,1980-01-02,1998-11-13,Truck,2016
POL_078849,CUST_65019,1977-09-20,1997-09-21,Sedan,2011
POL_078850,CUST_42355,1946-11-08,1965-07-23,SUV,2013
POL_078851,CUST_74703,1969-12-14,1989-10-27,Sedan,2006
POL_078852,CUST_87985,1997-04-16,2020-11-01,Sedan,2013
POL_078853,CUST_16871,1985-07-29,2005-10-21,SUV,2011
POL_078854,CUST_28768,1978-07-11,1999-02-16,SUV,2008
POL_078855,CUST_32150,1960-09-23,1984-01-05,Sedan,2022
POL_078856,CUST_33430,1982-07-05,2007-06-13,SUV,2004
POL_078857,CUST_03531,1971-03-21,1992-07-13,Sedan,2010
POL_078858,CUST_03140,1999-07-20,2022-05-22,Sedan,2022
POL_078859,CUST_79019,1960-04-12,1982-09-09,Sedan,2011
POL_078860,CUST_72011,1951-12-28,1974-12-12,SUV,2022
POL_078861,CUST_48586,1954-07-30,1976-06-08,Hatchback,2017
POL_078862,CUST_13659,1955-03-11,1980-01-28,Minivan,2008
POL_078863,CUST_51426,1969-12-30,1989-09-27,Sedan,2006
POL_078864,CUST_71304,1981-01-21,2005-07-19,Truck,2013
POL_078865,CUST_88902,1982-07-20,2003-02-15,SUV,2012
POL_078866,CUST_84436,1972-03-15,1995-04-11,Sedan,2014
POL_078867,CUST_51507,1980-02-19,1998-08-20,SUV,2003
POL_078868,CUST_01394,1951-10-03,1976-03-05,Sedan,2019
POL_078869,CUST_39605,1965-06-09,1988-04-06,Minivan,2003
POL_078870,CUST_73672,1941-12-07,1960-06-03,Sedan,2018
POL_078871,CUST_37266,1997-11-17,2019-09-20,SUV,2020
POL_078872,CUST_80961,1955-03-22,1979-08-23,Sedan,2007
POL_078873,CUST_71798,1968-12-18,1990-06-07,Sedan,2015
POL_078874,CUST_72825,1944-11-03,1965-11-21,Hatchback,2017
POL_078875,CUST_06749,1955-05-22,1980-02-17,Hatchback,2017
POL_078876,CUST_34811,1970-09-04,1989-09-28,Hatchback,2021
POL_078877,CUST_68595,1956-04-24,1980-08-31,Minivan,2013
POL_078878,CUST_14071,1941-09-24,1960-12-12,Sedan,2006
POL_078879,CUST_72346,1986-11-12,2006-10-09,SUV,2011
POL_078880,CUST_49147,1966-09-17,1985-11-13,Minivan,2020
POL_078881,CUST_28758,1999-06-29,2021-07-06,Sports_Car,2004
POL_078882,CUST_60953,1981-12-31,2005-12-25,SUV,2020
POL_078883,CUST_43672,1963-06-15,1984-08-29,Hatchback,2021
POL_078884,CUST_55263,2000-10-30,2020-11-15,Sedan,2013
POL_078885,CUST_92094,1956-01-21,1977-04-01,SUV,2008
POL_078886,CUST_43128,1993-02-18,2011-11-17,SUV,2008
POL_078887,CUST_68903,2000-04-11,2023-12-01,Hatchback,2003
POL_078888,CUST_88253,1943-03-29,1962-06-24,Minivan,2007
POL_078889,CUST_38697,1987-05-05,2007-12-12,Sedan,2010
POL_078890,CUST_19678,1996-05-19,2020-03-13,Sedan,2016
POL_078891,CUST_18315,1940-06-16,1964-05-10,Sedan,2009
POL_078892,CUST_46588,1943-05-22,1962-01-13,SUV,2007
POL_078893,CUST_93645,1983-06-03,2003-09-20,SUV,2015
POL_078894,CUST_61072,1958-05-16,1983-03-10,Truck,2009
POL_078895,CUST_31839,1953-07-27,1976-08-30,Sedan,2006
POL_078896,CUST_19239,1948-04-01,1968-05-20,Sedan,2003
POL_078897,CUST_89142,1974-10-25,1992-12-19,Minivan,2007
POL_078898,CUST_53476,1972-03-06,1994-03-10,Hatchback,2008
POL_078899,CUST_67516,1963-10-04,1985-07-18,SUV,2009
POL_078900,CUST_75301,1980-06-20,2000-05-17,Sports_Car,2016
POL_078901,CUST_56485,1958-03-20,1982-04-10,SUV,2003
POL_078902,CUST_79898,1953-06-05,1977-03-08,Sedan,2017
POL_078903,CUST_04498,1946-03-15,1970-08-27,Sedan,2009
POL_078904,CUST_52292,1977-04-23,1997-10-15,Truck,2003
POL_078905,CUST_49586,1991-01-04,2013-05-30,Sedan,2011
POL_078906,CUST_09531,1943-01-01,1965-05-01,Sedan,2022
POL_078907,CUST_37654,1989-01-22,2012-11-25,Truck,2012
POL_078908,CUST_78046,1963-07-10,1986-08-08,SUV,2018
POL_078909,CUST_06187,1980-02-25,2002-03-21,Truck,2010
POL_078910,CUST_94622,1984-03-28,2006-02-02,Hatchback,2017
POL_078911,CUST_14882,1980-07-30,2001-01-05,Hatchback,2005
POL_078912,CUST_48741,1980-08-22,2002-10-25,Sports_Car,2016
POL_078913,CUST_24288,1973-02-12,1993-07-30,Hatchback,2014
POL_078914,CUST_96820,1994-06-15,2015-02-03,Sedan,2016
POL_078915,CUST_67424,1982-01-09,2005-04-19,Sedan,2016
POL_078916,CUST_57445,1978-07-03,2001-09-13,Minivan,2010
POL_078917,CUST_50602,1966-09-24,1987-04-29,Sedan,2010
POL_078918,CUST_74310,1993-02-06,2016-06-25,SUV,2005
POL_078919,CUST_12244,1997-04-18,2022-03-15,Minivan,2010
POL_078920,CUST_41258,1978-03-31,1997-11-10,Sedan,2017
POL_078921,CUST_36870,1967-08-15,1991-07-15,Truck,2019
POL_078922,CUST_17963,1977-12-04,1996-01-15,Hatchback,2010
POL_078923,CUST_98033,1978-03-12,2002-02-20,Minivan,2008
POL_078924,CUST_98027,1952-09-23,1976-03-02,Truck,2017
POL_078925,CUST_53308,1963-11-24,1984-06-19,Sedan,2006
POL_078926,CUST_66722,1968-09-13,1992-09-27,Hatchback,2003
POL_078927,CUST_85992,1988-08-09,2010-05-26,Sedan,2008
POL_078928,CUST_50593,1983-08-01,2002-01-10,Sedan,2018
POL_078929,CUST_59381,1970-05-20,1993-09-24,Minivan,2004
POL_078930,CUST_68658,1969-07-24,1990-02-08,Sedan,2016
POL_078931,CUST_37351,1946-10-25,1970-06-13,SUV,2006
POL_078932,CUST_59949,1960-11-22,1984-03-28,Hatchback,2014
POL_078933,CUST_32114,1992-02-15,2012-08-02,SUV,2013
POL_078934,CUST_73404,1945-06-30,1963-08-24,Sedan,2020
POL_078935,CUST_94286,1999-04-23,2024-01-15,SUV,2010
POL_078936,CUST_24718,2000-08-29,2021-12-26,Truck,2020
POL_078937,CUST_47395,1956-07-09,1981-03-13,Truck,2022
POL_078938,CUST_52404,1995-10-10,2015-02-22,SUV,2015
POL_078939,CUST_32219,1997-06-04,2016-07-14,Truck,2012
POL_078940,CUST_94586,1965-09-06,1984-01-07,Sedan,2005
POL_078941,CUST_94302,1963-03-25,1986-10-30,Minivan,2013
POL_078942,CUST_21426,1948-08-30,1967-03-18,Hatchback,2017
POL_078943,CUST_23745,1967-04-02,1986-08-03,Hatchback,2020
POL_078944,CUST_61239,2001-03-27,2023-01-03,SUV,2008
POL_078945,CUST_36624,1952-05-06,1976-04-28,SUV,2005
POL_078946,CUST_15405,1987-06-01,2012-04-23,Sedan,2012
POL_078947,CUST_53341,1967-10-21,1987-05-29,Truck,2016
POL_078948,CUST_51800,1972-12-11,1991-11-28,Sedan,2015
POL_078949,CUST_02125,1970-03-11,1994-12-23,Sedan,2020
POL_078950,CUST_46542,1940-07-30,1960-11-29,Sedan,2016
POL_078951,CUST_60959,1991-01-10,2015-09-07,Sedan,2012
POL_078952,CUST_48977,1959-12-02,1978-12-05,Truck,2004
POL_078953,CUST_11132,1948-11-26,1971-04-12,Sedan,2007
POL_078954,CUST_44728,1997-11-13,2019-11-10,SUV,2010
POL_078955,CUST_75304,1964-04-10,1988-09-27,Sedan,2013
POL_078956,CUST_51291,1941-08-09,1965-03-27,Sedan,2003
POL_078957,CUST_01579,1968-11-13,1991-02-16,Sports_Car,2015
POL_078958,CUST_44402,1962-07-24,1981-05-05,SUV,2021
POL_078959,CUST_82953,1973-10-05,1994-11-08,Sedan,2005
POL_078960,CUST_73020,1963-04-20,1981-09-14,Truck,2021
POL_078961,CUST_35391,1973-04-09,1996-11-07,SUV,2016
POL_078962,CUST_48811,1946-05-21,1965-11-15,Minivan,2018
POL_078963,CUST_43099,1949-03-12,1973-01-29,Truck,2006
POL_078964,CUST_96691,1953-12-25,1978-09-22,Sedan,2018
POL_078965,CUST_92556,1969-08-14,1989-08-03,Hatchback,2005
POL_078966,CUST_52885,1946-06-24,1968-01-31,Sedan,2018
POL_078967,CUST_97834,1968-08-23,1988-11-29,Sedan,2004
POL_078968,CUST_93039,1945-03-24,1965-12-27,Sedan,2007
POL_078969,CUST_62818,1969-11-12,1988-12-22,Sedan,2015
POL_078970,CUST_25346,1944-03-10,1968-03-19,Truck,2019
POL_078971,CUST_36681,1963-08-13,1983-12-29,SUV,2015
POL_078972,CUST_71019,1972-07-01,1996-12-14,SUV,2004
POL_078973,CUST_43045,1981-12-13,2000-04-30,Sedan,2016
POL_078974,CUST_95618,1978-08-08,1997-06-04,Truck,2011
POL_078975,CUST_02680,1956-05-21,1979-01-14,Truck,2017
POL_078976,CUST_41561,1942-09-14,1964-01-09,Sedan,2014
POL_078977,CUST_38742,1979-06-17,2004-05-26,Minivan,2018
POL_078978,CUST_08948,1977-11-19,1998-02-09,Sedan,2015
POL_078979,CUST_05792,2001-08-07,2024-12-09,Sedan,2013
POL_078980,CUST_85112,1992-03-05,2015-04-12,Sedan,2019
POL_078981,CUST_24416,1973-09-20,1995-01-04,Minivan,2015
POL_078982,CUST_58528,1988-01-22,2012-11-26,Hatchback,2005
POL_078983,CUST_81427,1994-09-25,2018-07-25,Truck,2019
POL_078984,CUST_65169,1972-09-16,1993-02-11,Sedan,2015
POL_078985,CUST_03861,1984-09-27,2005-01-09,SUV,2012
POL_078986,CUST_80280,1988-09-09,2007-05-24,SUV,2005
POL_078987,CUST_72687,1974-09-08,1996-01-10,Sedan,2004
POL_078988,CUST_21666,1953-08-03,1972-05-07,Sedan,2011
POL_078989,CUST_27097,1943-07-09,1962-05-17,Sedan,2012
POL_078990,CUST_83078,1964-07-08,1988-11-19,SUV,2012
POL_078991,CUST_31382,1964-09-28,1982-12-19,SUV,2004
POL_078992,CUST_84842,1975-01-08,1999-03-30,Hatchback,2008
POL_078993,CUST_03569,1971-11-19,1992-11-17,Sedan,2013
POL_078994,CUST_68164,1949-07-15,1973-04-26,Sedan,2013
POL_078995,CUST_75159,1947-04-27,1966-06-29,Hatchback,2016
POL_078996,CUST_24871,1996-08-23,2020-07-31,Sedan,2015
POL_078997,CUST_31071,2001-10-03,2023-12-31,SUV,2008
POL_078998,CUST_23861,1960-05-16,1981-05-05,SUV,2012
POL_078999,CUST_29610,1943-12-09,1965-01-26,SUV,2013
POL_079000,CUST_85233,1950-06-21,1969-09-14,Sedan,2005
POL_079001,CUST_68462,1958-10-05,1980-12-21,Sports_Car,2014
POL_079002,CUST_48699,1949-06-07,1972-05-12,Sedan,2013
POL_079003,CUST_47300,1956-08-17,1978-02-28,Sedan,2011
POL_079004,CUST_42722,1984-06-13,2003-08-14,SUV,2014
POL_079005,CUST_56911,1984-05-28,2002-05-31,Sedan,2010
POL_079006,CUST_45661,1996-03-10,2018-07-09,Minivan,2007
POL_079007,CUST_49695,1975-06-15,1996-02-09,Truck,2021
POL_079008,CUST_14392,1986-02-19,2009-04-05,Hatchback,2021
POL_079009,CUST_85090,1943-11-28,1966-06-11,Sedan,2018
POL_079010,CUST_14746,1989-04-03,2013-03-14,Hatchback,2005
POL_079011,CUST_84285,1951-05-19,1969-05-26,SUV,2020
POL_079012,CUST_87225,1950-06-05,1974-01-12,Hatchback,2010
POL_079013,CUST_25411,1947-06-27,1965-11-25,Truck,2008
POL_079014,CUST_41413,1964-03-06,1983-07-18,SUV,2021
POL_079015,CUST_30467,1945-04-03,1965-07-06,SUV,2020
POL_079016,CUST_44344,1948-04-15,1968-03-11,Hatchback,2010
POL_079017,CUST_68020,1971-08-26,1995-12-25,Sedan,2010
POL_079018,CUST_06422,1976-03-10,1996-01-03,Hatchback,2013
POL_079019,CUST_67273,1995-05-20,2020-04-05,SUV,2020
POL_079020,CUST_07247,1945-03-30,1964-12-27,Truck,2004
POL_079021,CUST_35453,2000-10-16,2021-05-05,Hatchback,2014
POL_079022,CUST_38432,1986-09-20,2008-01-30,SUV,2003
POL_079023,CUST_82206,1943-12-14,1964-04-07,Sedan,2010
POL_079024,CUST_29114,1971-08-08,1990-10-28,Minivan,2017
POL_079025,CUST_81912,1958-10-23,1979-09-12,Sedan,2014
POL_079026,CUST_47481,1962-06-09,1986-09-30,Truck,2012
POL_079027,CUST_51784,1954-08-20,1974-01-15,Truck,2021
POL_079028,CUST_95261,1964-10-28,1988-03-28,Truck,2019
POL_079029,CUST_90672,1944-01-16,1965-04-03,SUV,2020
POL_079030,CUST_56083,1987-06-20,2010-06-29,SUV,2011
POL_079031,CUST_29102,1952-01-05,1974-04-18,Truck,2011
POL_079032,CUST_56098,1984-10-16,2006-11-10,Sedan,2007
POL_079033,CUST_19208,1991-12-21,2015-04-04,SUV,2003
POL_079034,CUST_18711,1961-05-16,1983-03-12,SUV,2022
POL_079035,CUST_36610,1961-12-29,1983-05-27,SUV,2017
POL_079036,CUST_86267,2001-09-05,2021-03-05,SUV,2004
POL_079037,CUST_85883,1948-09-21,1967-01-22,Sedan,2014
POL_079038,CUST_78163,1959-01-25,1978-02-27,Sedan,2007
POL_079039,CUST_89510,1973-12-18,1998-08-11,Hatchback,2016
POL_079040,CUST_64200,1955-11-20,1976-03-14,Truck,2006
POL_079041,CUST_15252,1970-09-01,1994-12-30,SUV,2008
POL_079042,CUST_59010,1967-04-30,1990-12-19,Sedan,2004
POL_079043,CUST_26664,1998-08-14,2018-09-04,Hatchback,2019
POL_079044,CUST_09379,1976-09-23,2001-08-23,Hatchback,2019
POL_079045,CUST_77919,1961-05-22,1982-02-27,Hatchback,2019
POL_079046,CUST_66305,1992-02-18,2010-11-01,SUV,2009
POL_079047,CUST_59703,1970-01-30,1989-12-04,Sedan,2006
POL_079048,CUST_90073,1952-05-10,1974-04-04,Sports_Car,2009
POL_079049,CUST_79071,1957-06-06,1980-06-09,SUV,2022
POL_079050,CUST_50184,1947-12-29,1972-10-19,Sports_Car,2003
POL_079051,CUST_11489,1989-04-03,2010-06-23,Sedan,2022
POL_079052,CUST_19597,1968-10-19,1991-09-23,Truck,2012
POL_079053,CUST_19255,1993-03-17,2016-01-06,Sedan,2018
POL_079054,CUST_41575,1988-07-06,2007-02-17,Hatchback,2022
POL_079055,CUST_61156,1969-11-28,1987-12-21,Sedan,2003
POL_079056,CUST_57270,1950-04-04,1974-08-31,Sedan,2005
POL_079057,CUST_31923,1953-08-10,1972-11-26,SUV,2014
POL_079058,CUST_32005,1970-09-10,1994-11-06,SUV,2003
POL_079059,CUST_08419,1955-05-12,1974-05-18,Sedan,2012
POL_079060,CUST_62160,1988-01-12,2007-08-02,Sedan,2014
POL_079061,CUST_31035,1947-12-23,1972-12-06,Minivan,2019
POL_079062,CUST_26732,1952-04-09,1971-07-31,Sedan,2009
POL_079063,CUST_36836,1967-12-20,1989-09-10,Hatchback,2022
POL_079064,CUST_82834,1962-08-24,1981-10-22,Truck,2009
POL_079065,CUST_61064,1953-05-29,1976-03-08,SUV,2022
POL_079066,CUST_78979,1990-08-18,2015-06-27,Sedan,2018
POL_079067,CUST_05405,1989-10-17,2013-02-16,Hatchback,2003
POL_079068,CUST_21197,1954-06-12,1977-12-21,Sedan,2006
POL_079069,CUST_01808,1981-12-05,2002-06-03,Sports_Car,2018
POL_079070,CUST_21698,1982-02-19,2003-05-11,Minivan,2014
POL_079071,CUST_80297,1957-09-07,1979-07-22,Truck,2005
POL_079072,CUST_86026,1982-09-29,2002-05-26,Hatchback,2019
POL_079073,CUST_78536,1995-07-31,2014-01-17,Hatchback,2011
POL_079074,CUST_74001,1966-11-10,1987-03-26,Sedan,2013
POL_079075,CUST_82875,1979-10-16,2002-06-19,Minivan,2011
POL_079076,CUST_25168,1979-10-08,2003-01-06,SUV,2003
POL_079077,CUST_78851,1961-10-28,1986-03-12,Truck,2018
POL_079078,CUST_47290,1953-11-29,1975-06-19,Sedan,2005
POL_079079,CUST_65358,1951-12-17,1972-09-20,SUV,2019
POL_079080,CUST_04290,1945-04-11,1966-09-11,SUV,2006
POL_079081,CUST_43647,1946-11-18,1967-02-26,SUV,2022
POL_079082,CUST_18364,1987-09-11,2011-09-24,SUV,2004
POL_079083,CUST_87850,1975-03-17,1996-05-27,Sedan,2017
POL_079084,CUST_06486,2001-12-21,2024-12-09,SUV,2007
POL_079085,CUST_08053,1991-11-04,2010-04-10,Sedan,2014
POL_079086,CUST_65593,1977-04-05,1997-08-03,SUV,2019
POL_079087,CUST_69423,1985-06-17,2006-02-15,SUV,2020
POL_079088,CUST_82444,1943-07-20,1962-11-08,Truck,2014
POL_079089,CUST_72238,1998-02-02,2019-11-24,Sedan,2018
POL_079090,CUST_13899,1957-08-18,1975-11-13,Sports_Car,2004
POL_079091,CUST_79553,1946-05-17,1971-03-29,Truck,2015
POL_079092,CUST_47581,1965-01-15,1989-12-21,Hatchback,2022
POL_079093,CUST_17663,1951-10-21,1969-11-11,Minivan,2010
POL_079094,CUST_77003,1988-05-04,2008-09-10,Hatchback,2019
POL_079095,CUST_74251,1988-01-31,2010-05-08,Sedan,2013
POL_079096,CUST_07793,2000-02-12,2020-06-04,Sports_Car,2004
POL_079097,CUST_99022,1955-08-16,1976-09-28,Sedan,2022
POL_079098,CUST_68044,1962-03-31,1983-06-06,SUV,2015
POL_079099,CUST_05129,1941-06-23,1962-08-25,Hatchback,2021
POL_079100,CUST_86812,1985-06-22,2009-07-02,Truck,2019
POL_079101,CUST_27838,1998-09-27,2022-08-05,Hatchback,2016
POL_079102,CUST_09863,1976-01-23,1998-07-22,SUV,2006
POL_079103,CUST_31256,1961-08-28,1981-11-02,SUV,2009
POL_079104,CUST_14951,1998-09-30,2023-07-12,Sedan,2019
POL_079105,CUST_34577,1960-03-16,1983-04-16,SUV,2019
POL_079106,CUST_05233,1943-10-22,1965-11-19,Hatchback,2006
POL_079107,CUST_73480,1965-02-24,1986-02-17,SUV,2017
POL_079108,CUST_10049,1959-01-20,1981-07-02,SUV,2013
POL_079109,CUST_14435,1981-04-27,1999-11-04,Sedan,2011
POL_079110,CUST_89409,1944-07-02,1969-05-01,Sedan,2013
POL_079111,CUST_55401,1954-05-21,1972-06-18,Sedan,2020
POL_079112,CUST_18206,1976-12-30,2001-12-12,Sedan,2020
POL_079113,CUST_71592,1981-02-27,2004-10-07,SUV,2013
POL_079114,CUST_36803,1972-08-29,1993-06-14,Sedan,2017
POL_079115,CUST_46934,1971-10-04,1995-06-10,Truck,2019
POL_079116,CUST_47665,2000-03-22,2020-12-16,Sedan,2012
POL_079117,CUST_69087,1968-09-30,1990-12-19,SUV,2011
POL_079118,CUST_20211,1964-07-27,1984-11-08,Hatchback,2010
POL_079119,CUST_51481,1991-02-14,2012-05-24,Sedan,2021
POL_079120,CUST_53857,1968-09-27,1991-07-17,SUV,2022
POL_079121,CUST_03614,1989-12-01,2011-01-12,Minivan,2006
POL_079122,CUST_26532,1980-01-23,2000-10-22,Sedan,2020
POL_079123,CUST_97471,1992-04-14,2012-01-28,Hatchback,2007
POL_079124,CUST_60238,1982-01-30,2001-04-30,SUV,2008
POL_079125,CUST_27408,1956-09-21,1981-03-16,SUV,2022
POL_079126,CUST_30618,1948-12-04,1970-08-28,Hatchback,2010
POL_079127,CUST_76074,1958-06-27,1978-10-29,Sedan,2013
POL_079128,CUST_36326,1965-03-31,1989-03-19,SUV,2021
POL_079129,CUST_67169,1943-06-18,1965-07-26,Truck,2019
POL_079130,CUST_96386,1941-05-12,1963-05-21,Minivan,2007
POL_079131,CUST_07470,1978-07-18,1996-09-16,Sedan,2003
